,번호,발전기명,설비용량(MW),광역지역,세부지역,latitude,longitude,지점0,지점번호0,latitude(지점)0,longitude(지점)0,지점1,지점번호1,latitude(지점)1,longitude(지점)1,지점2,지점번호2,latitude(지점)2,longitude(지점)2
655,57192,중덕태양광발전,0.0976,경북,경북 상주시 어덕길,36.45571,128.1855,문경,273,36.62727,128.14879,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733
656,1988,예천솔라태양광,1.0,경북,경북 예천군 지보면 어신리,36.568115,128.4244,문경,273,36.62727,128.14879,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733
657,56017,DSP6호태양광,2.031575,경북,경북 칠곡군 왜관읍,35.98903,128.3977,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
658,29958,서산2태양광,0.09936,경북,경북 영천시 서산동,35.976727,128.89778,영천,281,35.97742,128.9514,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
659,4611,월막1호 태양광발전소,0.99495,경북,경북 고령군 쌍림면,35.679817,128.2419,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
660,4647,승진에너지태양광발전소,1.99368,경북,경북 구미시 산동면,36.169674,128.43413999999999,구미,279,36.13055,128.32055,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
661,65893,백현수상태양광발전소,0.9547200000000001,경북,경북 구미시 산동면,36.169674,128.43413999999999,구미,279,36.13055,128.32055,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
662,2183,일지테크경주공장태양광,0.65246,경북,경북 경주시 외동읍,35.717407,129.32756,경주시,283,35.81747,129.20123,포항,138,36.03201,129.38002,울산,152,35.58237,129.33469
663,42947,영일태양광발전소,0.099,경북,경북 의성 단밀면,36.375977,128.38162,구미,279,36.13055,128.32055,상주,137,36.40837,128.15741,의성,278,36.3561,128.68864
664,1286,디아이테크태양광,0.96,경북,경북 포항시 남구,36.00846,129.35934,경주시,283,35.81747,129.20123,영천,281,35.97742,128.9514,포항,138,36.03201,129.38002
665,1636,포항제강1기태양광,1.1,경북,경북 포항시 남구,36.00846,129.35934,경주시,283,35.81747,129.20123,영천,281,35.97742,128.9514,포항,138,36.03201,129.38002
666,56169,썬가든태양광발전기,2.2041,경북,경북 포항시 남구,36.00846,129.35934,경주시,283,35.81747,129.20123,영천,281,35.97742,128.9514,포항,138,36.03201,129.38002
667,42347,YNES삼원강재태양광,1.1431799999999999,경북,경북 포항시 남구,36.00846,129.35934,경주시,283,35.81747,129.20123,영천,281,35.97742,128.9514,포항,138,36.03201,129.38002
668,63567,승문태양광,0.486,경북,경북 영주시 문수면,36.772133,128.63043000000002,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
669,35972,승문태양광b,1.42317,경북,경북 영주시 문수면,36.772133,128.63043000000002,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
670,1519,삼진영주태양광,0.5,경북,경북 영주시 문수면,36.772133,128.63043000000002,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
671,38707,씨앤상주태양광,0.9990000000000001,경북,경북 상주시 모서면,36.342472,127.960075,상주,137,36.40837,128.15741,보은,226,36.48761,127.73415,추풍령,135,36.22025,127.99458
672,56396,케이비솔라에너지,0.99882,경북,경북 상주시 모서면,36.342472,127.960075,상주,137,36.40837,128.15741,보은,226,36.48761,127.73415,추풍령,135,36.22025,127.99458
673,1309,대진태양광,0.469,경북,경북 합천군 봉산면,35.57773688,127.9897617,거창,284,35.66739,127.9099,산청,289,35.413,127.8791,합천,285,35.56505,128.16994
674,1517,삼일방직태양광,1.5,경북,경북 경산시 진량읍,35.888547644925,128.8574345,밀양,288,35.49147,128.74412,영천,281,35.97742,128.9514,대구,143,35.87797,128.65296
675,58721,진양쏠라20호,1.893,경북,경북 문경시 농암면,36.60095,128.0029,문경,273,36.62727,128.14879,보은,226,36.48761,127.73415,충주,127,36.97045,127.9525
676,1781,씨그마영주태양광,2.9989999999999997,경북,경북 영주시 조와동,36.869938,128.63629,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
677,56108,삼읍태양광,0.8046,경북,경북 영덕군 병곡면,36.602345,129.41066,영덕,277,36.53336,129.40924,울릉도,115,37.48129,130.89863,울진,130,36.99176,129.41278
678,2454,CB상주태양광,1.45638,경북,경북 상주시 화동면,36.38956,127.954124,상주,137,36.40837,128.15741,보은,226,36.48761,127.73415,추풍령,135,36.22025,127.99458
679,6822,경휘울진태양광,0.997,경북,경북 울진군 평해읍,36.72807,129.44136,영덕,277,36.53336,129.40924,울릉도,115,37.48129,130.89863,울진,130,36.99176,129.41278
680,1678,솔라테크상주태양광,0.7,경북,경북 상주시 모동면,36.3201,127.95936599999999,상주,137,36.40837,128.15741,보은,226,36.48761,127.73415,추풍령,135,36.22025,127.99458
681,69753,현대영주태양광,1.0,경북,경북 영주시 장수면,36.77478,128.57875,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
682,20276,류천에너지태양광,0.9031049999999999,경북,경북 영주시 장수면,36.77478,128.57875,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
683,56676,주원영양태양광#3 발전기,0.6,경북,경북,36.575996,128.5058,문경,273,36.62727,128.14879,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733
684,1284,디씨에너지태양광,1.49,경북,경북 칠곡군 가산면,36.085964,128.53888,구미,279,36.13055,128.32055,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
685,67132,한중태양광,1.2,경북,경북 영천시 영천산단로,35.918232,128.94588000000002,밀양,288,35.49147,128.74412,경주시,283,35.81747,129.20123,영천,281,35.97742,128.9514
686,13546,누림에너지태양광,0.99882,경북,경북 의성군 안사면,36.43105,128.46165,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733,의성,278,36.3561,128.68864
687,56425,태승가애태양광발전소,0.29565,경북,경북 상주시 낙동면,36.374954,128.24817,구미,279,36.13055,128.32055,상주,137,36.40837,128.15741,의성,278,36.3561,128.68864
688,42760,신화테크2태양광,0.9420000000000001,경북,경북 포항시 대송면,35.968487,129.35992,경주시,283,35.81747,129.20123,포항,138,36.03201,129.38002,울산,152,35.58237,129.33469
689,19258,두산태양광발전소,0.0992,경북,경북 안동시 북후면,36.685043,128.70227,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
690,65346,하리 태양광발전소(pv),0.093075,경북,경북 문경시 문경읍,36.737297,128.10703999999998,문경,273,36.62727,128.14879,제천,221,37.15928,128.19433,충주,127,36.97045,127.9525
691,4493,yd솔라에너지,0.09792000000000001,경북,경북 안동시 예안면,36.661293,128.88515,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,청송군,276,36.4351,129.04005
692,7466,골든태양광,0.09792000000000001,경북,경북 안동시 예안면,36.661293,128.88515,봉화,271,36.94361,128.91449,안동,136,36.57293,128.70733,청송군,276,36.4351,129.04005
693,1384,미래영주태양광,0.9990000000000001,경북,경북 영주시 부석면,36.978878,128.65416000000002,영월,121,37.18126,128.45743,봉화,271,36.94361,128.91449,영주,272,36.87183,128.51687
694,66188,한마음에너지태양광,0.5,경북,경북 경산시,35.82508,128.74132,밀양,288,35.49147,128.74412,영천,281,35.97742,128.9514,대구,143,35.87797,128.65296
695,66635,한세태양광,0.99,경북,경북 안동시 풍천면,36.55619,128.50652,문경,273,36.62727,128.14879,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733
696,1367,문경솔라팜태양광,2.08208,경북,경북 문경시 동로면,36.773376,128.31499,문경,273,36.62727,128.14879,영주,272,36.87183,128.51687,제천,221,37.15928,128.19433
697,7022,고려광칠곡태양광,0.9990000000000001,경북,경북 칠곡군,35.99559,128.40166000000002,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
698,35116,구미정수장태양광#2,0.520799,경북,경북 구미시 고아읍,36.21089,128.32856999999998,구미,279,36.13055,128.32055,상주,137,36.40837,128.15741,의성,278,36.3561,128.68864
699,66722,예천태양광#1,1.385,경북,경북 예천군 하리면,36.74509,128.4431,문경,273,36.62727,128.14879,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
700,66372,한빛에너지,0.9936,경북,경북 상주시 외남면,36.357437,128.08945,상주,137,36.40837,128.15741,보은,226,36.48761,127.73415,추풍령,135,36.22025,127.99458
701,6029,거창태양광,0.9266399999999999,경북,경북 상주시 공성면,36.28343,128.09243999999998,구미,279,36.13055,128.32055,상주,137,36.40837,128.15741,추풍령,135,36.22025,127.99458
702,62157,코오롱경주태양광,1.0,경북,경북 경주시 양남면,35.67779,129.46039,울릉도,115,37.48129,130.89863,부산,159,35.10468,129.03203,울산,152,35.58237,129.33469
703,14354,단비발전소,0.7,경북,경북 안동시 일직면,36.47529,128.65953000000002,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733,의성,278,36.3561,128.68864
704,42340,YES청도태양광,1.72134,경북,경북 청도군 청도읍,35.65071,128.74382,밀양,288,35.49147,128.74412,영천,281,35.97742,128.9514,대구,143,35.87797,128.65296
705,2176,일광2태양광,2.004,경북,경북 성주군 수륜면,35.832928,128.19238,거창,284,35.66739,127.9099,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055
706,1962,영광1호태양광,1.996,경북,경북 김천시 남면,36.107925,128.18953,거창,284,35.66739,127.9099,구미,279,36.13055,128.32055,추풍령,135,36.22025,127.99458
707,1533,상주솔라태양광,1.492,경북,경북 상주시 공검면,36.512066,128.1586,문경,273,36.62727,128.14879,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733
708,1610,성운태양광,0.9990000000000001,경북,경북 군위군 부계면,36.100903,128.6642,구미,279,36.13055,128.32055,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
709,2035,우리에너지태양광#1,1.0959999999999999,경북,경북 안동시 풍산읍,36.58016,128.57205,문경,273,36.62727,128.14879,상주,137,36.40837,128.15741,안동,136,36.57293,128.70733
710,1778,쏠라파워태양광,1.496,경북,경북 영덕군 축산면,36.508945,129.41426,영덕,277,36.53336,129.40924,울릉도,115,37.48129,130.89863,포항,138,36.03201,129.38002
711,17968,케이스타태양광,0.46,경북,경북 칠곡군 석적읍,36.06681,128.40079,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
712,44404,옥광에너지영덕태양광,0.968,경북,경북 영덕군 영덕읍,36.40948,129.37282,영덕,277,36.53336,129.40924,청송군,276,36.4351,129.04005,포항,138,36.03201,129.38002
713,49415,은성쏠라14호 태양광발전소,1.0952549999999999,경북,경북 예천군 보문면,36.665306,128.5109,문경,273,36.62727,128.14879,안동,136,36.57293,128.70733,영주,272,36.87183,128.51687
714,1007,제2수송단태양광,3.0912,경북,경북 경산시 남천면,35.76663,128.72685,밀양,288,35.49147,128.74412,영천,281,35.97742,128.9514,대구,143,35.87797,128.65296
715,1654,세종솔라5호태양광,0.48,경북,경북 고령군 성산면,35.749905,128.35992,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
716,30966,선미래의성태양광,0.446,경북,경북 의성군 춘산면,36.237564,128.81174,영천,281,35.97742,128.9514,의성,278,36.3561,128.68864,청송군,276,36.4351,129.04005
717,4620,디원2호태양광,0.0975,광주,광주 북구 동운로,35.17478,126.863914,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
718,1300,디에이치글로벌첨단공장태양광,1.14444,광주,광주 북구 첨단연신로29번길,35.20066,126.86120600000001,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
719,19803,디와이뱅크2호태양광,0.35,광주,광주 광산구 손재로,35.189327,126.79501,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
720,19802,디와이뱅크4호태양광,0.4,광주,광주 광산구 손재로,35.189327,126.79501,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
721,1247,동신실업태양광,0.35,광주,광주 광산구 손재로,35.189327,126.79501,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
722,2765,현대하이텍태양광발전기,1.45764,광주,광주 광산구 하남산단6번로,35.20234,126.80287,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
723,1480,빛고을메트로태양광#2,1.6680000000000001,광주,광주 광산구 옥동,35.12349,126.76005,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
724,48602,대각에너지태양광발전소,0.6996600000000001,광주,광주광역시 광산구 덕림동,35.186344,126.67016000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
725,33858,솔라뱅크태양광,1.4969999999999999,광주,광주 광산구 덕림동,35.186344,126.67016000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
726,15040,대림쏠라태양광,0.9990110000000001,광주,광주 광산구 하남산단5번로,35.196724,126.80258,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
727,1483,빛고을신재생2태양광,1.2990000000000002,광주,광주 광산구 본덕동,35.08395,126.78627,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
728,33309,센도리2태양광,0.07936,광주,광주 북구 첨단연신로30번길,35.20051,126.86686,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
729,62386,탑솔라2호 태양광발전소,0.24272,광주,광주 북구 첨단연신로30번길,35.20051,126.86686,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
730,50059,해동태양광,1.984,광주,광주 광산구 송치동,35.17901,126.73839,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
731,53337,YSP A 태양광발전소,0.6336,광주,광주 광산구,35.139545,126.79363000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
732,4726,한영피엔에스1호,1.2987,광주,광주광역시 광산구,35.139545,126.79363000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
733,4596,한영정공2호태양광발전기,0.49283999999999994,광주,광주 광산구,35.139545,126.79363000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
734,4595,한영정공1호태양광발전기,0.49283999999999994,광주,광주 광산구,35.139545,126.79363000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
735,53338,YSP B 태양광발전소,0.8608,광주,광주 광산구,35.139545,126.79363000000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
736,951,근영산업1호태양광,0.099,광주,광주 광산구 내동송동길,35.16345,126.71898,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
737,950,근영산업3호태양광,0.099,광주,광주 광산구 내동송동길,35.16345,126.71898,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
738,56465,한국안전원태양광,0.42048,광주,광주 광산구 오선동,35.202866,126.80123,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
739,560,제이디시에너지,0.34344,광주,광주 북구 첨단벤처로60번길,35.226402,126.85993,광주,156,35.17294,126.89156,고창군,251,35.42668,126.69724,정읍,245,35.56337,126.83904
740,65973,한국차량공업태양광,1.197,광주,광주 광산구 평동산단,35.12880701,126.75156808863001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
741,64723,플라텔 태양광 발전기,0.9855,광주,광주 광산구 평동로,35.124447,126.73727,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
742,56524,왕성테크 태양광발전소,0.28908,광주,광주 광산구 하남산단7번로,35.20612,126.80448,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
743,4724,한영피엔에스2호,0.6926399999999999,광주,광주광역시 광산구 하남산단7번로,35.20612,126.80448,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
744,19800,디와이뱅크5호태양광,0.35,광주,광주 광산구 하남 산단로,35.20612,126.80448,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
745,69797,첨단태양광,0.748,광주,광주 북구 첨단 연신로,35.21225,126.85936000000001,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
746,62387,탑솔라태양광발전소,0.9002100000000001,광주,광주 북구 첨단연신로,35.21225,126.85936000000001,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
747,19804,디와이뱅크3호태양광,0.237,광주,광주 광산구 하남산단,35.18977199,126.7972909,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
748,61763,카본텍 태양광발전소,0.21384,광주,광주 북구 대촌동,35.227364,126.86113,광주,156,35.17294,126.89156,고창군,251,35.42668,126.69724,정읍,245,35.56337,126.83904
749,2175,인팩태양광,0.6352899999999999,광주,광주 광산구 평동산단2번로,35.133488,126.76293999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
750,20040,럭키쏠라태양광,1.2144,광주,광주 광산구 평동산단2번로,35.133488,126.76293999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
751,56483,호원테크공장태양광,1.2180600000000001,광주,광주 광산구 평동산단2번로,35.133488,126.76293999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
752,1643,광주FS1기태양광,0.6177600000000001,광주,광주 광산구 하남산단9번로,35.213406,126.80713,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
753,56249,영창이앤이태양광,0.43416000000000005,광주,광주 광산구 평동로,35.12663087,126.75655053143,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
754,34436,송주솔텍태양광,0.494,광주,광주 북구 첨단벤처로,35.2293,126.8581,광주,156,35.17294,126.89156,고창군,251,35.42668,126.69724,정읍,245,35.56337,126.83904
755,60106,철도솔라5호태양광,0.996,광주,광주 광산구 장수동,35.184216,126.786194,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
756,1396,민성진곡공장태양광,0.28944000000000003,광주,광주 광산구 진곡산단3번로,35.201992,126.78835,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
757,944,그린테크노파크태양광,1.5,광주,광주 북구 첨단과기로,35.22660767,126.8485203,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
758,2131,은하산업 태양광발전소,0.28152,광주,광주 광산구 하남산단1번로,35.185658,126.80243,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
759,14811,서부하수처리장태양광,5.972,대구,대구 달서구 대천동,35.825592,128.48726000000002,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
760,56457,피에이치씨 제2태양광,0.89964,대구,대구 달성군 유가면,35.682007,128.4854,밀양,288,35.49147,128.74412,합천,285,35.56505,128.16994,대구,143,35.87797,128.65296
761,14812,북부하수처리장태양광,1.167,대구,대구 서구 비산동,35.887276,128.54803,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
762,14467,달성솔라태양광,1.8,대구,대구 달성군 화원읍,35.803802,128.5005,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
763,33963,솔라팟태양광,2.1719999999999997,대구,대구 달서구 달서대로,35.832466,128.49206999999998,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
764,14797,MJ테크노파크태양광,0.98,대구,대구 달서구 달서대로,35.832466,128.49206999999998,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
765,54581,고산정수장 태양광발전소,0.994175,대구,대구 수성구 노변동,35.831474,128.69644,밀양,288,35.49147,128.74412,영천,281,35.97742,128.9514,대구,143,35.87797,128.65296
766,54582,대구국가산단배수지태양광,0.3484,대구,대구 달성군 구지면,35.6588,128.41359,밀양,288,35.49147,128.74412,합천,285,35.56505,128.16994,대구,143,35.87797,128.65296
767,4713,테크엔태양광,0.44928,대구,대구 달성군 구지면,35.6588,128.41359,밀양,288,35.49147,128.74412,합천,285,35.56505,128.16994,대구,143,35.87797,128.65296
768,23816,박스뱅크태양광,0.9984,대구,대구 달성군 구지면,35.6588,128.41359,밀양,288,35.49147,128.74412,합천,285,35.56505,128.16994,대구,143,35.87797,128.65296
769,14796,세원정공태양광,0.36,대구,대구 달서구 신당동,35.858963,128.49883,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
770,14800,서변배수지태양광,0.1,대구,대구 북구 서변동,35.9329,128.5942,구미,279,36.13055,128.32055,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
771,14813,신천하수처리장태양광,0.555,대구,대구 북구 조야로2길,35.91366279,128.57638889999998,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
772,14801,이곡배수지태양광,0.302,대구,대구 달서구 이곡동,35.85165,128.5107,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
773,14795,비젼지식센터태양광,0.66,대구,대구 달서구 성서공단로,35.835453,128.50505,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
774,54584,옥포배수지 태양광발전소,0.4264,대구,대구 달성군 옥포면,35.7896,128.46373,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
775,42964,영일태양광,0.49896,대구,대구 달성군 다사읍,35.872215,128.49426,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
776,54601,제3대구솔라에너지제2발전,2.09898,대구,대구 달성군 다사읍,35.872215,128.49426,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
777,54583,문산정수장태양광,0.920075,대구,대구 달성군 다사읍,35.872215,128.49426,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
778,14799,부곡배수지태양광,0.9570000000000001,대구,대구 달성군 다사읍,35.872215,128.49426,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
779,14802,죽곡정수지태양광,1.3419999999999999,대구,대구 달성군 다사읍,35.872215,128.49426,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
780,864,경창산업1태양광,0.39,대구,대구 달서구 성서로,35.83804,128.50731000000002,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
781,865,경창산업2태양광,0.95,대구,대구 달서구 성서로,35.83804,128.50731000000002,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
782,61571,대동공업 태양광발전소,2.99884,대구,대구 달성군 논공읍,35.73234169,128.4640948,밀양,288,35.49147,128.74412,합천,285,35.56505,128.16994,대구,143,35.87797,128.65296
783,1892,에스지이엠태양광,0.13668,대구,대구 달서구 달서대로58길,35.82482,128.49982,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
784,2659,한백대구태양광,2.71,대구,대구 동구 검사동,35.897926,128.66533,영천,281,35.97742,128.9514,의성,278,36.3561,128.68864,대구,143,35.87797,128.65296
785,70322,현풍솔라태양광,0.513,대구,대구 달성군 현풍면,35.697464,128.44766,밀양,288,35.49147,128.74412,합천,285,35.56505,128.16994,대구,143,35.87797,128.65296
786,14803,칠곡배수지태양광,0.26,대구,대구 북구 관음동,35.944244,128.5473,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
787,2759,현대논공발전소 태양광,0.9936,대구,대구 달성군 논공읍,35.774338,128.41988999999998,합천,285,35.56505,128.16994,구미,279,36.13055,128.32055,대구,143,35.87797,128.65296
788,16142,월평정수장태양광,1.402,대전,대전 서구 신갈마로,36.3459,127.36843,대전,133,36.37198,127.37211,금산,238,36.10563,127.48175,부여,236,36.27242,126.92079
789,931,종군교태양광,2.531,대전,대전 유성구 자운로,36.405,127.34598500000001,대전,133,36.37198,127.37211,부여,236,36.27242,126.92079,천안,232,36.76217,127.29282
790,1211,도시환경이엔지태양광,1.198,대전,대전 유성구 테크노2로,36.424477,127.40392,대전,133,36.37198,127.37211,보은,226,36.48761,127.73415,청주,131,36.63935,127.44089
791,2641,대전하수처리장태양광,2.008,대전,대전 유성구 엑스포로,36.38579,127.4051,대전,133,36.37198,127.37211,보은,226,36.48761,127.73415,청주,131,36.63935,127.44089
792,67111,코레일대전태양광,2.356,대전,대전 대덕구 평촌동,36.432625,127.43506000000001,대전,133,36.37198,127.37211,보은,226,36.48761,127.73415,청주,131,36.63935,127.44089
793,55573,노포차량기지태양광,1.693,부산,부산 금정구 노포동,35.291313,129.088,양산시,257,35.30737,129.02009,부산,159,35.10468,129.03203,울산,152,35.58237,129.33469
794,26217,강변사업소태양광,1.807,부산,부산 사하구 을숙도대로,35.0854,128.96672,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
795,32921,세방부산신항물류센터 태양광발전소,0.9849600000000001,부산,부산 강서구 신항로,35.083176,128.82666,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
796,26216,화명태양광,0.28600000000000003,부산,부산 북구 산성로,35.24442,129.0304,양산시,257,35.30737,129.02009,부산,159,35.10468,129.03203,울산,152,35.58237,129.33469
797,12490,부산복합태양광,0.392,부산,부산 사하구 감천동,35.09246,129.00699,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
798,38049,쌍용전력태양광,0.9421,부산,부산 강서구 미음산단2로,35.12743685,128.8470205,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
799,55572,청호전기태양광,0.633,부산,부산 강서구 미음산단,35.12743685,128.8470205,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
800,62210,아이오니아1태양광,2.822,부산,부산 강서구 유통단지1로,35.166885,128.9535,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
801,62211,아이오니아2태양광,1.8969999999999998,부산,부산 강서구 유통단지1로,35.166885,128.9535,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
802,12483,부산신항태양광,0.11599999999999999,부산,부산 강서구 성북동,35.053402,128.81386,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
803,21074,맥그리거코리아태양광,0.465,부산,부산 강서구 지사동,35.143726,128.82358,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
804,41406,Gridsol화명태양광,0.99792,부산,부산 북구 와석장터로,35.23696,129.0173,김해시,253,35.22981,128.89075,양산시,257,35.30737,129.02009,부산,159,35.10468,129.03203
805,4598,KTE태양광발전소,0.05092,부산,부산 강서구 녹산산업대로,35.09279681,128.8304895,거제,294,34.88818,128.60459,김해시,253,35.22981,128.89075,부산,159,35.10468,129.03203
